lineOfBusiness Component,editor Qualifier,channel Component,product Component,domain Component,domain_sequence Qualifier,subdomain Component,sub_domain_sequence Qualifier,business_flow Component,business_flow_sequence Qualifier,Task Component,task_sequence Qualifier,application Component,correlation_id Qualifier,FK_Data[Applications].Correlation_ID
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Bury Drop with Bore,4,Verify Light Level,10,LSBBT,14311,14311
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Bury Drop with Bore,4,Restore Open Trenches and Landscaping,11,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Bury Drop with Bore,4,Quality Check,12,LSBBT,14311,14311
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Bury Drop with Bore,4,Close Job,13,LSBBT,14311,14311
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Bury Drop Straight Bury,5,Greet & Verify,1,SHM,26965,26965
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Bury Drop Straight Bury,5,Survey Customer & Premises,2,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Bury Drop Straight Bury,5,Notify Customer of Downtime,3,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Bury Drop Straight Bury,5,Dig In Drop,4,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Bury Drop Straight Bury,5,Bury Drop,5,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Bury Drop Straight Bury,5,Clean New Connections,6,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Bury Drop Straight Bury,5,Retest QC,7,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Bury Drop Straight Bury,5,Verify Light Level,8,LSBBT,14311,14311
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Bury Drop Straight Bury,5,Restore Open Trenches and Landscaping,9,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Bury Drop Straight Bury,5,Quality Check,10,LSBBT,14311,14311
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Bury Drop Straight Bury,5,Mark Job Complete,11,LSBBT,14311,14311
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Expert Path Repair,6,Dispatch,1,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Expert Path Repair,6,Perform Atlas Pre-Assessments,2,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Expert Path Repair,6,Pre-Call ,3,SHM,26965,26965
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Expert Path Repair,6,Arrive on Prem ,4,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Expert Path Repair,6,Meet Customer,5,SHM,26965,26965
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Expert Path Repair,6,Perform Walkthrough,6,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Expert Path Repair,6,Observe Quality Defects,7,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Expert Path Repair,6,Determine Service Condition,8,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Expert Path Repair,6,TRUE Test toward PFP,9,LSBBT,14311,14311
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Expert Path Repair,6,Repair Identified Faults,10,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Expert Path Repair,6,Confirm Passing QC & TRUE Test ,11,LSBBT,14311,14311
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Expert Path Repair,6,Address Observed Quality Defects,12,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Expert Path Repair,6,Upload Passing TRUE Test & Scope Results From RG/ONT,13,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Expert Path Repair,6,Upload Passing Fiber Jack Photo ,14,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Expert Path Repair,6,Run Remote Suite of Tests,15,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Expert Path Repair,6,Correct Issues Based on QC Recommended Actions & LSBBT/Wi-Fi Test Results,16,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Expert Path Repair,6,Determine WAN/LAN Configuration Issues,17,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Expert Path Repair,6,Confirm Passing QC & TRUE Test ,18,LSBBT,14311,14311
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Expert Path Repair,6,Address Observed Quality Defects,19,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Expert Path Repair,6,Upload Passing TRUE Test & Scope Results From RG/ONT,20,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Expert Path Repair,6,Upload Passing Fiber Jack Photo ,21,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Expert Path Repair,6,Explain Resolution to Customer,22,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Expert Path Repair,6,Perform Wi-Fi Assessment,23,LSBBT,14311,14311
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Expert Path Repair,6,Offer SHM App/Education,24,SHM,26965,26965
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Expert Path Repair,6,Summarize Work Performed With Customer,25,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Expert Path Repair,6,Review Connected Devices,26,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Expert Path Repair,6,Address Any Customer Concerns,27,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Expert Path Repair,6,Explain Benefits of the AT&T Guarantee,28,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Expert Path Repair,6,Confirm Customer Satisfaction,29,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Expert Path Repair,6,Close Job,30,LSBBT,14311,14311
Mass Markets,ps8583,Field,Broadband,Onboard & Activate,2,Setup & Activate,3,Expert Path Fiber Install,7,Pre-Call Customer,1,SHM,26965,26965
Mass Markets,ps8583,Field,Broadband,Onboard & Activate,2,Setup & Activate,3,Expert Path Fiber Install,7,Drive to Premise,2,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Onboard & Activate,2,Setup & Activate,3,Expert Path Fiber Install,7,Meet & Greet,3,SHM,26965,26965
Mass Markets,ps8583,Field,Broadband,Onboard & Activate,2,Setup & Activate,3,Expert Path Fiber Install,7,Locate FST to Place VFL,4,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Onboard & Activate,2,Setup & Activate,3,Expert Path Fiber Install,7,Qualify Fiber at PFP,5,LSBBT,14311,14311
Mass Markets,ps8583,Field,Broadband,Onboard & Activate,2,Setup & Activate,3,Expert Path Fiber Install,7,Qualify Fiber at Terminal,6,LSBBT,14311,14311
Mass Markets,ps8583,Field,Broadband,Onboard & Activate,2,Setup & Activate,3,Expert Path Fiber Install,7,Drop/NID Routing Options,7,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Onboard & Activate,2,Setup & Activate,3,Expert Path Fiber Install,7,Survey Customer and Premises,8,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Onboard & Activate,2,Setup & Activate,3,Expert Path Fiber Install,7,Perform Wi-Fi Assessment ,9,LSBBT,14311,14311
Mass Markets,ps8583,Field,Broadband,Onboard & Activate,2,Setup & Activate,3,Expert Path Fiber Install,7,"Determine Optimal Gateway, Fiber Jack, and NID locations",10,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Onboard & Activate,2,Setup & Activate,3,Expert Path Fiber Install,7,Test Wifi Quality / Speed,11,LSBBT,14311,14311
Mass Markets,ps8583,Field,Broadband,Onboard & Activate,2,Setup & Activate,3,Expert Path Fiber Install,7,Place Slack NID in Optimal Location,12,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Onboard & Activate,2,Setup & Activate,3,Expert Path Fiber Install,7,Install Drop Request,13,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Onboard & Activate,2,Setup & Activate,3,Expert Path Fiber Install,7,Place Connector on Drop,14,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Onboard & Activate,2,Setup & Activate,3,Expert Path Fiber Install,7,Scope & Clean All Connections,15,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Onboard & Activate,2,Setup & Activate,3,Expert Path Fiber Install,7, Verify Light,16,LSBBT,14311,14311
Mass Markets,ps8583,Field,Broadband,Onboard & Activate,2,Setup & Activate,3,Expert Path Fiber Install,7,Perform True Test,17,LSBBT,14311,14311
Mass Markets,ps8583,Field,Broadband,Onboard & Activate,2,Setup & Activate,3,Expert Path Fiber Install,7,Verify True Test,18,LSBBT,14311,14311
Mass Markets,ps8583,Field,Broadband,Onboard & Activate,2,Setup & Activate,3,Expert Path Fiber Install,7,Place Pre-Connectorized Bend Insensitive IW to Fiber Jack,19,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Onboard & Activate,2,Setup & Activate,3,Expert Path Fiber Install,7,Install Fiber Jack,20,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Onboard & Activate,2,Setup & Activate,3,Expert Path Fiber Install,7,Scope & Clean All Connections at Fiber Jack,21,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Onboard & Activate,2,Setup & Activate,3,Expert Path Fiber Install,7,Upload Passing Fiber Jack Photo ,22,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Onboard & Activate,2,Setup & Activate,3,Expert Path Fiber Install,7,Perform Final TRUE Test,23,LSBBT,14311,14311
Mass Markets,ps8583,Field,Broadband,Onboard & Activate,2,Setup & Activate,3,Expert Path Fiber Install,7,"Scope, Clean, Plug in SFP & Power on Gateway",24,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Onboard & Activate,2,Setup & Activate,3,Expert Path Fiber Install,7,Verify True Test ,25,LSBBT,14311,14311
Mass Markets,ps8583,Field,Broadband,Onboard & Activate,2,Setup & Activate,3,Expert Path Fiber Install,7, Connect Shuttered Jumper to SFP,26,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Onboard & Activate,2,Setup & Activate,3,Expert Path Fiber Install,7,Activate ONT Gateway,27,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Onboard & Activate,2,Setup & Activate,3,Expert Path Fiber Install,7,Quality Check,28,LSBBT,14311,14311
Mass Markets,ps8583,Field,Broadband,Onboard & Activate,2,Setup & Activate,3,Expert Path Fiber Install,7,Confirm SHM login,29,SHM,26965,26965
Mass Markets,ps8583,Field,Broadband,Onboard & Activate,2,Setup & Activate,3,Expert Path Fiber Install,7,Quality Check,30,LSBBT,14311,14311
Mass Markets,ps8583,Field,Broadband,Onboard & Activate,2,Setup & Activate,3,Expert Path Fiber Install,7,Close Job,31,LSBBT,14311,14311
Mass Markets,bb0063,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Nat.Dist. - Buy Wireless,10,Submit Order,12,CSI - Product and Offer Mgt,20180,20180
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Nat.Dist. - Buy Wireless,10,Submit Order,12,CSI - Product and Offer Mgt,20180,20180
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Nat.Dist. - Buy Wireless,10,Submit Order,12,(FED) - COMS,23283,23283
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Nat.Dist. - Buy Wireless,10,Submit Credit Policy,13,(FED) - COMS,23283,23283
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Nat.Dist. - Buy Wireless,10,Verify Customer Account,4,CSI - Product and Offer Mgt,20180,20180
Mass Markets,bb0063,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Nat.Dist. - Buy Wireless,10,Verify Customer Account,4,CSI - Product and Offer Mgt,20180,20180
Mass Markets,bb0063,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Nat.Dist. - Buy Wireless,10,Apply Top Offers,10,CSI Parent/Triage,17690,17690
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Nat.Dist. - Buy Wireless,10,Apply Top Offers,10,CSI Parent/Triage,17690,17690
Mass Markets,bb0063,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Nat.Dist. - Buy Wireless,10,Authenticate,1,CSI - Customer Care,20182,20182
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Nat.Dist. - Buy Wireless,10,Provision Device,14,Digital IDP,27531,27531
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Nat.Dist. - Buy Wireless,10,Check for Fraud,9,Digital IDP,27531,27531
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Nat.Dist. - Buy Wireless,10,Select Device ,7,CPC,17765,17765
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Nat.Dist. - Buy Wireless,10,Authenticate,1,SARAPlus,32298,32298
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Nat.Dist. - Buy Wireless,10,Validate Address,2,SARAPlus,32298,32298
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Nat.Dist. - Buy Wireless,10,Verify Customer Eligibility,3,CAS,18224,18224
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Nat.Dist. - Buy Wireless,10,Verify Customer Eligibility,3,PEARS,18436,18436
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Nat.Dist. - Buy Wireless,10,Verify Customer Eligibility,3,SARAPlus,32298,32298
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Nat.Dist. - Buy Wireless,10,Verify Customer Account,4,SARAPlus,32298,32298
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Nat.Dist. - Buy Wireless,10,Check Credit,5,CAS,18224,18224
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Nat.Dist. - Buy Wireless,10,Check Credit,5,SARAPlus,32298,32298
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Nat.Dist. - Buy Wireless,10,Reserve Number,6,PEARS,18436,18436
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Nat.Dist. - Buy Wireless,10,Reserve Number,6,SARAPlus,32298,32298
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Nat.Dist. - Buy Wireless,10,Reserve Number,6,TLG-MOB,18193,18193
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Nat.Dist. - Buy Wireless,10,Select Device ,7,SARAPlus,32298,32298
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Nat.Dist. - Buy Wireless,10,Select Plan,8,SARAPlus,32298,32298
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Nat.Dist. - Buy Wireless,10,Check for Fraud,9,AVTK,25114,25114
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Nat.Dist. - Buy Wireless,10,Apply Top Offers,10,SARAPlus,32298,32298
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Nat.Dist. - Buy Wireless,10,Select Features,11,SARAPlus,32298,32298
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Nat.Dist. - Buy Wireless,10,Submit Order,12,SARAPlus,32298,32298
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Nat.Dist. - Buy Wireless,10,Submit Credit Policy,13,OPCC,22770,22770
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Nat.Dist. - Buy Wireless,10,Submit Credit Policy,13,SARAPlus,32298,32298
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Nat.Dist. - Buy Wireless,10,Provision Device,14,AVTK,25114,25114
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Nat.Dist. - Buy Wireless,10,Provision Device,14,SARAPlus,32298,32298
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Nat.Dist. - Buy Wireless,10,Provision Device,14,TLG-MOB,18193,18193
Mass Markets,ac412t,Retail,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Pickup Order,4,EDP,18211,18211
Mass Markets,ac412t,Retail,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Pickup Order,4,OPUS - C,18257,18257
Mass Markets,ac412t,Retail,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Pickup Order,4,CCMule-SLS,33687,33687
Mass Markets,ac412t,Retail,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Pickup Order,4,IDP-OMNI-ODS,32166,32166
Mass Markets,ac412t,Retail,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Pickup Order,4,IDP-Order Graph Cloud,31543,31543
Mass Markets,ac412t,Retail,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Pickup Order,4,MSGRTR,25316,25316
Mass Markets,ac412t,Retail,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Pickup Order,4,ATTMO,30558,30558
Mass Markets,ac412t,Retail,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Pickup Order,4,CCSF,30685,30685
Mass Markets,ac412t,Retail,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Pickup Order,4,ISBUS,31292,31292
Mass Markets,ps8583,Retail,Mobility,Shop & Purchase,1,Order Plan/Device,2,Single Line Upgrade AIA or BB ,12,Queue Customer ,1,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Shop & Purchase,1,Order Plan/Device,2,Single Line Upgrade AIA or BB ,12,Lookup Customer,2,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Shop & Purchase,1,Order Plan/Device,2,Single Line Upgrade AIA or BB ,12,Identify Consumer,3,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Shop & Purchase,1,Order Plan/Device,2,Single Line Upgrade AIA or BB ,12,Authenticate Customer,4,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Shop & Purchase,1,Order Plan/Device,2,Single Line Upgrade AIA or BB ,12,View Offers,5,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Shop & Purchase,1,Order Plan/Device,2,Single Line Upgrade AIA or BB ,12,"View WLS UPG Eligibility
",6,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Shop & Purchase,1,Order Plan/Device,2,Single Line Upgrade AIA or BB ,12,Select Line and UPG,7,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Shop & Purchase,1,Order Plan/Device,2,Single Line Upgrade AIA or BB ,12,Select Device,8,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Shop & Purchase,1,Order Plan/Device,2,Single Line Upgrade AIA or BB ,12,View Cart,9,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Shop & Purchase,1,Order Plan/Device,2,Single Line Upgrade AIA or BB ,12,Make Payment,10,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Shop & Purchase,1,Order Plan/Device,2,Single Line Upgrade AIA or BB ,12,Accept T&Cs,11,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Shop & Purchase,1,Order Plan/Device,2,Single Line Upgrade AIA or BB ,12,Submit Order,12,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Shop & Purchase,1,Order Plan/Device,2,Single Line Upgrade AIA or BB ,12,Assist Customer,13,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Shop & Purchase,1,Order Plan/Device,2,Single Line Upgrade AIA or BB ,12,Return to C360,14,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Shop & Purchase,1,Order Plan/Device,2,Single Line Upgrade AIA or BB ,12,Add AIA/Broadband,15,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Shop & Purchase,1,Order Plan/Device,2,Single Line Upgrade (adding Next Up Anytime),13,Queue Customer ,1,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Shop & Purchase,1,Order Plan/Device,2,Single Line Upgrade (adding Next Up Anytime),13,Lookup Customer,2,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Shop & Purchase,1,Order Plan/Device,2,Single Line Upgrade (adding Next Up Anytime),13,Identify Consumer,3,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Shop & Purchase,1,Order Plan/Device,2,Single Line Upgrade (adding Next Up Anytime),13,Authenticate Customer,4,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Shop & Purchase,1,Order Plan/Device,2,Single Line Upgrade (adding Next Up Anytime),13,View Offers,5,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Shop & Purchase,1,Order Plan/Device,2,Single Line Upgrade (adding Next Up Anytime),13,"View WLS UPG Eligibility
",6,CCSF,30685,30685
