lineOfBusiness Component,editor Qualifier,channel Component,product Component,domain Component,domain_sequence Qualifier,subdomain Component,sub_domain_sequence Qualifier,business_flow Component,business_flow_sequence Qualifier,Task Component,task_sequence Qualifier,application Component,correlation_id Qualifier,FK_Data[Applications].Correlation_ID
Mass Markets,lg8383,Online,Broadband,Shop & Purchase,1,Order Addtional Products/Services ,3,Add fiber to existing product,17,Checkout (BSSe),9,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,ps8583,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Shop Signature Member,18,Log into att.com - Signature,1,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,ps8583,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Shop Signature Member,18,Fill Personal Information,2,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,ps8583,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Shop Signature Member,18,Upload Documents,3,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,ps8583,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Shop Signature Member,18,View Products/Offers,4,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,ps8583,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Shop Signature Member,18,Choose Device,5,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,ps8583,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Shop Signature Member,18,Choose Device Specifics,6,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,ps8583,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Shop Signature Member,18,Choose Your Plan ,7,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,ps8583,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Shop Signature Member,18,Explore Protection and Accessories,8,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,ps8583,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Shop Signature Member,18,Checkout,9,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,ps8583,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Shop Signature Member,18,Order Confirmation Page,10,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,ps8583,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Enroll Signature Member (Buy Flow),19,Visit att.com/buy,1,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,ps8583,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Enroll Signature Member (Buy Flow),19,Select Phone (PLP),2,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,ps8583,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Enroll Signature Member (Buy Flow),19,Select Device Configuration (PDP),3,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,ps8583,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Enroll Signature Member (Buy Flow),19,Address Verification,4,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,ps8583,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Enroll Signature Member (Buy Flow),19,Select Discount Cohort/Add Plan,5,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,ps8583,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Enroll Signature Member (Buy Flow),19,Get Add Ons or Skip ,7,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,ps8583,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Enroll Signature Member (Buy Flow),19,Go To Cart,8,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,ps8583,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Enroll Signature Member (Buy Flow),19,Checkout,9,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,ps8583,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Enroll Signature Member (Buy Flow),19,Order Confirmation Page,10,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Purhcase AIA,20,View C2AIAF migration STIM Landing page,1,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Purhcase AIA,20,Check for AT&T Internet Service,2,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Purhcase AIA,20,Login / Authentication,3,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Purhcase AIA,20,"Select ""Explore or Change Plans""",4,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Purhcase AIA,20,Review existing plans,5,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Purhcase AIA,20,Select a new internet plan,6,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Purhcase AIA,20,Review Wi-Fi Extender Add-Ons,7,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Purhcase AIA,20,Review Billing & Delivery Preferences,8,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Purhcase AIA,20,Review Credit & Bill Preferences,9,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Purhcase AIA,20,Review Contact Preferences,10,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Purhcase AIA,20,"Review Order, T&Cs and submit plan change",11,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Purhcase AIA,20,View Order Confirmation,12,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Broadband,Shop & Purchase,1,Order Plan/Device,2,Purchase Fiber,21,Check Address for AT&T Internet Service Availability,1,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Broadband,Shop & Purchase,1,Order Plan/Device,2,Purchase Fiber,21,Choose Your Plan,2,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Broadband,Shop & Purchase,1,Order Plan/Device,2,Purchase Fiber,21,Review Add-Ons or Skip,3,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Broadband,Shop & Purchase,1,Order Plan/Device,2,Purchase Fiber,21,Review Cart,4,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Broadband,Shop & Purchase,1,Order Plan/Device,2,Purchase Fiber,21,Sign In or Sign Up,5,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Broadband,Shop & Purchase,1,Order Plan/Device,2,Purchase Fiber,21,Fill out Account Info & Delivery Preferences,6,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Broadband,Shop & Purchase,1,Order Plan/Device,2,Purchase Fiber,21,Check Credit,7,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Broadband,Shop & Purchase,1,Order Plan/Device,2,Purchase Fiber,21,Enter Payment Info,8,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Broadband,Shop & Purchase,1,Order Plan/Device,2,Purchase Fiber,21,Enter Account Security Info,9,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Broadband,Shop & Purchase,1,Order Plan/Device,2,Purchase Fiber,21,Review Order and T&C,10,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS (Buy Online - Desktop),22,Confirm Landing page,1,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS (Buy Online - Desktop),22,View Product List Page (PLP),2,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS (Buy Online - Desktop),22,Find a Store,3,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS (Buy Online - Desktop),22,Review filtered PLP,4,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS (Buy Online - Desktop),22,Select Device (PDP),5,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS (Buy Online - Desktop),22,Review Cart,6,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS (Buy Online - Desktop),22,Select Delivery Option,7,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,ac412t,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,23,Submit Order,2,EDP,18211,18211
Mass Markets,ac412t,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,23,Submit Order,2,YODA,21053,21053
Mass Markets,ac412t,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,23,Submit Order,2,(FED) - COMS,23283,23283
Mass Markets,ac412t,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,23,Submit Order,2,CSI - Product and Offer Mgt,20180,20180
Mass Markets,ac412t,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,23,Shop & Browse,1,CPOP,29607,29607
Mass Markets,ac412t,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,23,Shop & Browse,1,ORACLE SCM,18249,18249
Mass Markets,ac412t,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,23,Shop & Browse,1,CAPM,73,73
Mass Markets,ac412t,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,23,Shop & Browse,1,IDP-Commerce-C&P,33825,33825
Mass Markets,ac412t,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,23,Shop & Browse,1,IDP-Commerce-CS,33827,33827
Mass Markets,ac412t,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,23,Shop & Browse,1,IDP-Commerce- P&O,33824,33824
Mass Markets,ac412t,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,23,Shop & Browse,1,IDP-WS WLS,32411,32411
Mass Markets,ac412t,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,23,Shop & Browse,1,OCE,23488,23488
Mass Markets,ac412t,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,23,Shop & Browse,1,ATTMO,30558,30558
Mass Markets,ac412t,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,23,Submit Order,2,ORACLE SCM,18249,18249
Mass Markets,ac412t,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,23,Submit Order,2,CCMule-CLM,33686,33686
Mass Markets,ac412t,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,23,Submit Order,2,CCMule-SLS,33687,33687
Mass Markets,ac412t,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,23,Submit Order,2,CCPM,18678,18678
Mass Markets,ac412t,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,23,Submit Order,2,ISBUS,31292,31292
Mass Markets,ac412t,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,23,Submit Order,2,IDP-OMNI-ODS,32166,32166
Mass Markets,ac412t,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,23,Submit Order,2,IDP-Order Graph Cloud,31543,31543
Mass Markets,ac412t,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,23,Submit Order,2,IDP-WS WLS,32411,32411
Mass Markets,ac412t,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,23,Submit Order,2,MSGRTR,25316,25316
Mass Markets,ac412t,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,23,Submit Order,2,OCE,23488,23488
Mass Markets,ac412t,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,23,Submit Order,2,TLG-MOB,18193,18193
Mass Markets,ac412t,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,23,Submit Order,2,ATTMO,30558,30558
Mass Markets,ac412t,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,23,Submit Order,2,CCSF,30685,30685
Mass Markets,ac412t,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,23,Notify Customer,3,BWSFMC,30687,30687
Mass Markets,ac412t,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,23,Notify Customer,3,CCMule-CLM,33686,33686
Mass Markets,ac412t,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,23,Notify Customer,3,MSGRTR,25316,25316
Mass Markets,ac412t,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,23,Notify Customer,3,ATTMO,30558,30558
Mass Markets,ac412t,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,23,Notify Customer,3,ISBUS,31292,31292
Mass Markets,lg8383,Online,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Migrate Customer (C2F),24,View C2F migration STIM Landing page,1,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Migrate Customer (C2F),24,Login / Authentication,2,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Migrate Customer (C2F),24,"Select ""Explore or Change Plans""",3,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Migrate Customer (C2F),24, Review existing plans,4,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Migrate Customer (C2F),24,Select a new internet plan,5,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Migrate Customer (C2F),24,Review Wi-Fi Extender Add-Ons,6,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Migrate Customer (C2F),24,Schedule Installation Appointment / FTI appointment,7,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Migrate Customer (C2F),24,Review T&Cs and submit plan change,8,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Migrate Customer (C2F),24, View Order Confirmation,9,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Addtional Products/Services ,3,Add Accessories,25,Click Shop > Accessories,1,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Addtional Products/Services ,3,Add Accessories,25,Review Accessory Lander,2,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Addtional Products/Services ,3,Add Accessories,25,View Accessory PLP,3,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Addtional Products/Services ,3,Add Accessories,25,View Accessory PDP,4,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Addtional Products/Services ,3,Add Accessories,25,Add to Cart,5,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Addtional Products/Services ,3,Add Accessories,25,Review Cart,6,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Addtional Products/Services ,3,Add Accessories,25,Checkout,7,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Addtional Products/Services ,3,Add Accessories,25,Review Account Info & Delivery,8,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Addtional Products/Services ,3,Add Accessories,25,Enter Payment Info,9,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Addtional Products/Services ,3,Add Accessories,25,Review Order and Submit,10,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Prepaid (Plan First),26,View Prepaid Lander Page PLP,1,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Prepaid (Plan First),26,Select Device (PDP),2,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Prepaid (Plan First),26,Choose Your Plan (No Accessories),3,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Prepaid (Plan First),26,Review Cart,4,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Prepaid (Plan First),26,Verify Email & Contact Information,5,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Prepaid (Plan First),26,Enter & Review Delivery Info,6,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Prepaid (Plan First),26,Keep Or Get New Mobile Number (Port In),7,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Enroll FirstNet Member,27,Access Check Eligibility Landing Page,1,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Enroll FirstNet Member,27,Create User Profile,2,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Enroll FirstNet Member,27,Select Affiliate Code Path,3,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Enroll FirstNet Member,27,Enter Role or Job Information,4,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Enroll FirstNet Member,27,Enter Organization Details,5,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Enroll FirstNet Member,27,Submit Eligibility Information,6,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Enroll FirstNet Member,27,Verify Eligibility Status,7,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Enroll FirstNet Member,27,Activate User Profile,8,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Enroll FirstNet Member,27,Confirm Account via Email,9,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Prepaid (Progressive),28,View Prepaid Lander Page PLP,1,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Prepaid (Progressive),28,Configure Plan - Page A,2,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Prepaid (Progressive),28,Configure Plan - Page B,3,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Prepaid (Progressive),28,Review PLP,4,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Prepaid (Progressive),28,Select Device (PDP),5,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Prepaid (Progressive),28,Review Cart,6,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Prepaid (Progressive),28,Sign Up for Account,7,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Prepaid (Progressive),28,Enter & Review Delivery Info,8,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Prepaid (Progressive),28,Keep Or Get New Mobile Number (Port In),9,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Prepaid (Progressive),28,Enter Payment Info,10,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Prepaid (Progressive),28,Review Order,11,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Shop FirstNet Member (New),29,View ATT.COM,1,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Shop FirstNet Member (New),29,Click Get Started,2,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Shop FirstNet Member (New),29,Click Shop Now,3,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Shop FirstNet Member (New),29,Select Device (PDP),4,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Shop FirstNet Member (New),29,Review Device Details,5,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Shop FirstNet Member (New),29,"Click ""I'm Brand New Here""",6,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Shop FirstNet Member (New),29,Select Plan,7,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Shop FirstNet Member (New),29,Check Eligibility,8,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Shop FirstNet Member (New),29,Enter Org Code,9,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Shop FirstNet Member (New),29,View Code Confirmation,10,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Shop FirstNet Member (New),29,Select Organization Type,11,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Shop FirstNet Member (New),29,Select Job Title or Function,12,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Shop FirstNet Member (New),29,Click Complete Profile,13,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Shop FirstNet Member (New),29,Select if new to AT&T or not,14,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Shop FirstNet Member (New),29,Fill out Self-verified Profile Information,15,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Shop FirstNet Member (New),29,Compelte Agency-verified Profile Information,16,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Shop FirstNet Member (New),29,Activate First Net Profile,17,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Shop FirstNet Member (New),29,Confirm your wireless number,18,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Shop FirstNet Member (New),29,Enter one-time code,19,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Shop FirstNet Member (New),29,View Sign Up Confirmation,20,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS (Buy Online - Mobile),30,Confirm landing page,1,ATTMO,30558,30558
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS (Buy Online - Mobile),30,View Product List Page (PLP),2,ATTMO,30558,30558
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS (Buy Online - Mobile),30,Find a Store,3,ATTMO,30558,30558
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS (Buy Online - Mobile),30,Select Device (PDP),4,ATTMO,30558,30558
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS (Buy Online - Mobile),30,Review Cart,5,ATTMO,30558,30558
Mass Markets,lg8383,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS (Buy Online - Mobile),30,Select Delivery Option,6,ATTMO,30558,30558
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Bury Drop with Bore,4,Greet & Verify,1,LSBBT,14311,14311
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Bury Drop with Bore,4,Survey Customer & Premises,2,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Bury Drop with Bore,4,Determine Location of Bore,3,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Bury Drop with Bore,4,Determine Tools and Rods Needed,4,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Bury Drop with Bore,4,Notify Customer of Downtime,5,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Bury Drop with Bore,4,Dig In Drop,6,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Bury Drop with Bore,4,Bury Drop,7,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Bury Drop with Bore,4,Clean New Connections,8,ATLAS,16151,16151
Mass Markets,ps8583,Field,Broadband,Service & Support,4,Resolve Issue,3,Bury Drop with Bore,4,Retest QC,9,ATLAS,16151,16151
