editor,action,lineOfBusiness component,channel component,product component,domain_sequence,domain component,sub_domain_sequence,subdomain component,business_flow_sequence,business_flow component,sequence_uml,Task component,task sequence Qualifier,application component,correlation_id Qualifier,FK_Data[Application].CORRELATION_ID,api,Date Updated Qualifier
bb0063,Add,Mass Markets,Care,Broadband,4,Service & Support,1,Report Issue,1,CallBack ATTGuarantee,,Offer / Schedule Callback,4,ATT CCTP MC VHT FRAME,21359,21359,CheckVhtSingleCtiEligibility,
em114j,Add,Mass Markets,MVNO,Wholesale Mobility,2,Use & Manage,1,Change Settings & Prefrences,2,Triage / MVNO Care,,Assess Porting Issues,1,CSI - Network Management,20188,20188,/service=com.att.csi.m2e.CancelPort/version=1012.5.11/envContext=PROD/routeOffer=AW2P01,10/23/2025
bb0063,Add,Mass Markets,Care,Broadband,4,Service & Support,1,Report Issue,1,CallBack ATTGuarantee,,Offer / Schedule Callback,4,ATT CCTP MC VHT FRAME,21359,21359,CheckVhtGenesysEligibility,
bb0063,Add,Mass Markets,Care,Broadband,4,Service & Support,1,Report Issue,1,CallBack ATTGuarantee,"ATT CCT AEP->> ATT CCTP NMC VHT FRAME: CheckVhtSingleCtiEligibility
ATT CCT AEP->> ATT CCTP NMC VHT FRAME: CheckVhtGenesysEligibility
ATT CCT AEP->> ATT CCTP NMC VHT FRAME: CheckVhtEligibility",Offer / Schedule Callback,4,ATT CCTP MC VHT FRAME,21359,21359,CheckVhtEligibility,
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Qualify to Terminal / Verify Assignments,8,ABPT,18781,18781,GetCopperFacilitieslnfoService,
tm0828,Add,Mass Markets,Online,Mobility,1,Shop & Purchase,2,Order Plan/Device,1,Purchase Product,,"Select ""Wireless""",2,IDP-Upper Funnel Cloud,31548,31548,online-sales-orchestration,
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Qualify to Terminal / Verify Assignments,8,ABPT,18781,18781,GetCablesOnTicketService,
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Qualify to Terminal / Verify Assignments,8,ABPT,18781,18781,GetAvailableFiberStrandsService,
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Select Job / View Comments,4,LS-OMS,10038,10038,GetAvailableAppointments,
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Place Fiber Connectors,11,GRANITE,9723,9723,FiberJackUpdateRebuildService,
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Check Port,16,GRANITE,9723,9723,FiberJacklndicatorService,
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Place Fiber Connectors,11,GRANITE,9723,9723,FiberJackAddRebuildService,
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Check Port,16,GRANITE,9723,9723,deleteFiberJack,9/23/2025
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Install Buried Drop Request,21,ABWS-D,32007,32007,createAbwsTicket,9/29/2025
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Register RG,22,BBNMS-LS,16188,16188,BBNMSSendNADSwapCompletion,
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Register RG,22,ISAAC WFE,10593,10593,BBNMSSendNADSwapCompletion,9/24/2025
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Check Port,16,BBNMS-LS,16188,16188,BBNMSRetrieveUnlockPort,
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Check Port,16,BBNMS-LS,16188,16188,BBNMSRetrieveNADInfo,
bb0063,Add,Mass Markets,Care,Broadband,4,Service & Support,1,Report Issue,1,CallBack ATTGuarantee,,Make Call Back,5,ATT CCTP MC VHT FRAME,21359,21359,UpdateVhtUserData,
bb0063,Add,Mass Markets,Care,Broadband,4,Service & Support,1,Report Issue,1,CallBack ATTGuarantee,,Make Call Back,5,ATT CCTP MC VHT FRAME,21359,21359,UpdateVhtSingleCtiUserData,
bb0063,Add,Mass Markets,Care,Broadband,4,Service & Support,1,Report Issue,1,CallBack ATTGuarantee,"ATT CCTP NMC VHT FRAME->> ATT CCTP ICM GEN ADAPTER FRAME: UpdateVhtSingleCtiUserData
ATT CCTP NMC VHT FRAME->> ATT CCTP ICM GEN ADAPTER FRAME: UpdateVHTGenesysUserData
ATT CCTP NMC VHT FRAME->> ATT CCTP NMC VHT FRAME:UpdateVhtUserData",Make Call Back,5,ATT CCTP MC VHT FRAME,21359,21359,UpdateVhtGenesysUserData,
bb0063,Add,Mass Markets,Care,Broadband,4,Service & Support,1,Report Issue,1,CallBack ATTGuarantee,"ATT CCTP NMC VHT FRAME->> ATT CCTP CTI FRAME: EgCtiRoute
ATT CCTP NMC VHT FRAME->> ATT CCTP CTI FRAME: AssociateVhtInteraction
ATT CCTP NMC VHT FRAME->> ATT CCTP CTI FRAME: AssocaiteVhtGenesysInteraction
ATT CCTP NMC VHT FRAME->> ATT CCTP CTI FRAME: AssociateVhtSingleCtiInteraction",Integrate Telephony,6,ATT CCTP CTI FRAME,9367,9367,EgCtiRoute,
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Register RG,22,BBNMS-LS,16188,16188,BBNMSRetrieveNADInfo,
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Register RG,22,ISAAC WFE,10593,10593,BBNMSRetrieveNADInfo,9/24/2025
tm0828,Add,Mass Markets,Online,Mobility,1,Shop & Purchase,2,Order Plan/Device,1,Purchase Product,"ATTCOM ->> IDPUpperFunnelCloud: 	idp-content-orchestration
ATTCOM ->> IDPUpperFunnelCloud: recommendationms",Go to att.com,1,IDP-Upper Funnel Cloud,31548,31548,idp-content-orchestration,
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Check Port,16,BBNMS-LS,16188,16188,BBNMSRetrieveLockPort,
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Register RG,22,BBNMS-LS,16188,16188,BBNMSInitiateNADSwap,
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Register RG,22,ISAAC WFE,10593,10593,BBNMSInitiateNADSwap,9/24/2025
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Check Port,16,BBNMS-LS,16188,16188,BBNMSDiagPwpInitialAssessment,
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Review Jobs,3,DMP,30754,30754,/WorkOrderServices/updateWorkOrder,10/21/2025
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Test Wifi Quality / Speed,19,LSBBT,14311,14311,/speedtest/SpeedTestXMLServlet,9/22/2025
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Test Wifi Quality / Speed,19,LSBBT,14311,14311,/speedtest/SpeedTestXMLServlet,9/24/2025
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Check Realtime LPA,20,LSBBT,14311,14311,/scanr/LoopCheckServlet,9/22/2025
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Test Wifi Quality / Speed,19,LSBBT,14311,14311,/rgqualitycheck/RGQualityServlet,9/22/2025
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Select Job / View Comments,4,(FED) - FASTBPM,27267,27267,/restservices/engine-rest/v1/engine/default/process-definition/key/UpdateWorkListService/start,10/23/2025
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Arrive on Prem / Update Job,6,(FED) - FASTBPM,27267,27267,/restservices/engine-rest/v1/engine/default/process-definition/key/UpdateWorkListService/start,10/23/2025
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,"Atlas  ->> FASTBPM: /restservices/engine-rest/v1/engine/default/process-definition/key/UpdateWorkListService/start
FASTBPM  ->> EDGE: UpdateDispatchWorkOrder",Mark Job Complete,24,(FED) - FASTBPM,27267,27267,/restservices/engine-rest/v1/engine/default/process-definition/key/UpdateWorkListService/start,10/23/2025
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Review Jobs,3,(FED) - FASTBPM,27267,27267,/restservices/engine-rest/v1/engine/default/process-definition/key/InquireDispatchWorkOrderService/start,10/23/2025
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Select Job / View Comments,4,(FED) - FASTBPM,27267,27267,/restservices/engine-rest/v1/engine/default/process-definition/key/InquireDispatchWorkOrderService/start,10/23/2025
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Review Order w/Customer,7,(FED) - FASTBPM,27267,27267,/restservices/engine-rest/v1/engine/default/process-definition/key/InquireDispatchWorkOrderService/start,10/23/2025
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Check Port,16,(FED) - FASTBPM,27267,27267,/restservices/engine-rest/v1/engine/default/process-definition/key/GetOrderProvisioningService/start,10/23/2025
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Review Jobs,3,DMP,30754,30754,/referencedata/api/v1/ui/workOrderDetails,10/21/2025
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Review Order w/Customer,7,LS-OMS,10038,10038,/msapi/customergraphorchestrationms/cgsearch/v1/search,9/22/2025
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Qualify to Terminal / Verify Assignments,8,ABPT,18781,18781,/granite/strands/swap,
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Qualify to Terminal / Verify Assignments,8,ABPT,18781,18781,/granite/sites/update,10/23/2025
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Qualify to Terminal / Verify Assignments,8,ABPT,18781,18781,/granite/facilities/current,10/23/2025
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Qualify to Terminal / Verify Assignments,8,ABPT,18781,18781,/granite/connections/pfpapn,10/23/2025
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Place Fiber Connectors,11,GRANITE,9723,9723,/FJIAutomation/GraniteFiberServices/v1/sites/getFiberJack,
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Install Fiber Jack,13,GRANITE,9723,9723,/FJIAutomation/GraniteFiberServices/v1/sites/getFiberJack,9/22/2025
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Check Port,16,GRANITE,9723,9723,/FJIAutomation/GraniteFiberServices/v1/sites/getFiberJack,9/22/2025
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Qualify to Terminal / Verify Assignments,8,ABPT,18781,18781,/facilities/switch/inquiry,10/23/2025
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Qualify to Terminal / Verify Assignments,8,ABPT,18781,18781,/facilities/report/capr,9/22/2025
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Qualify to Terminal / Verify Assignments,8,ABPT,18781,18781,/facilities/pairs/swap,9/22/2025
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Qualify to Terminal / Verify Assignments,8,ABPT,18781,18781,/facilities/pairs/status,
bb0063,Add,Mass Markets,Care,Broadband,4,Service & Support,1,Report Issue,1,CallBack ATTGuarantee,,Integrate Telephony,6,ATT CCTP ICM GEN ADAPTER FRAME,20813,20813,AssociateVhtSingleCtiInteraction,
bb0063,Add,Mass Markets,Care,Broadband,4,Service & Support,1,Report Issue,1,CallBack ATTGuarantee,,Integrate Telephony,6,ATT CCTP ICM GEN ADAPTER FRAME,20813,20813,AssociateVhtInteraction,
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Check Port,16,ABPT,18781,18781,/facilities/pairs/port/swap,9/22/2025
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Add Port to Door,12,ABPT,18781,18781,/facilities/pairs/port/spares,
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Check Port,16,ABPT,18781,18781,/facilities/pairs/port/spares,
bb0063,Add,Mass Markets,Care,Broadband,4,Service & Support,1,Report Issue,1,CallBack ATTGuarantee,,Integrate Telephony,6,ATT CCTP ICM GEN ADAPTER FRAME,20813,20813,AssociateVhtGenesysInteraction,
bb0063,Add,Mass Markets,Care,Broadband,4,Service & Support,1,Report Issue,1,CallBack ATTGuarantee,"ATT CCTP CTI FRAME->> ATT Coral Desktop: OpenCTI toolkit
ATT CCTP CTI FRAME->> ATT Coral Desktop: saveLog
ATT CCTP CTI FRAME->> ATT Coral Desktop: publish
ATT CCTP CTI FRAME->> ATT Coral Desktop: runApex",Handoff to Agent from IVR,7,ATT Coral Desktop,26959,26959,OpenCTI toolkit,
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Qualify to Terminal / Verify Assignments,8,ABPT,18781,18781,/facilities/info,
bb0063,Delete,Mass Markets,Care,Broadband,4,Service & Support,1,Report Issue,1,CallBack ATTGuarantee,,Handoff to Agent from IVR,7,LS CRM,10056,10056,createInteraction,BB Only
bb0063,Add,Mass Markets,Care,Broadband,4,Service & Support,1,Report Issue,1,CallBack ATTGuarantee,CCSF ->>,Handoff to Agent from IVR,7,CCSF,30685,30685,,POG no API
bb0063,Add,Mass Markets,Care,Broadband,4,Service & Support,1,Report Issue,1,CallBack ATTGuarantee,,Transcribe / Redact SPI,8,SC-SPI,26967,26967,POST /spiweb/scspi/scspi/rest/v1//unregister,10/7/2025
tm0828,Add,Mass Markets,Online,Mobility,1,Shop & Purchase,2,Order Plan/Device,1,Purchase Product,,Confirm Purchase,14,YODA,21053,21053,CreateDFOrder,10/23/2025
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Log Into Device,2,WIAM-AM,26224,26224,/attAAPI/adauthenticate,9/22/2025
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Review Jobs,3,DMP,30754,30754,/api/v1/workorder/searchWorkOrderList,10/21/2025
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Register RG,22,ECO USP,34361,34361,"	/api/provisioning/setup",10/8/2025
bb0063,Add,Mass Markets,Care,Broadband,4,Service & Support,1,Report Issue,1,CallBack ATTGuarantee,,Transcribe / Redact SPI,8,SC-SPI,26967,26967,POST /spiweb/scspi/scspi/rest/v1//register,10/7/2025
bb0063,Add,Mass Markets,Care,Broadband,4,Service & Support,1,Report Issue,1,CallBack ATTGuarantee,"SONUS->> RAISR: API
ATT Coral Desktop->> SC-SPI: POST /spiweb/scspi/scspi/rest/v1//register
ATT Coral Desktop->>SC-SPI: APOST /spiweb/scspi/scspi/rest/v1//unregister
SC-SPI ->> RAISR: API",Transcribe / Redact SPI,8,RAISR,28167,28167,,
bb0063,Add,Mass Markets,Care,Broadband,4,Service & Support,1,Report Issue,1,CallBack ATTGuarantee,,Transcribe / Redact SPI,8,Sonus TCCS,26630,26630,,
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,"Atlas	->> Intune:	authenticate
Intune	->> HaloEAM:	
Atlas	->> MIMDM	",Provision Device,1,Atlas-UI,28619,28619,,POG no API
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Provision Device,1,Intune,30989,30989,,
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Provision Device,1,MIMDM,21011,21011,,
bb0063,Delete,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Provision Device,1,WIAM-AM,26224,26224,,
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,ATLAS ->> HALO : /attAAPI/adauthenticate,Log Into Device,2,Atlas-UI,28619,28619,,9/22/2025
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,"Atlas	->> FEDFASTBPM:		/restservices/engine-rest/v1/engine/default/process-definition/key/UpdateWorkListService/start
FEDFASTBPM	->> EDGE:		UpdateDispatchWorkOrder
Atlas	->> FEDFASTBPM:		/restservices/engine-rest/v1/engine/default/process-definition/key/InquireDispatchWorkOrderService/start
FEDFASTBPM	->> EDGE:	  InquireDispatchWorkOrderList
Atlas	->> FEDFASTBPM:		POST /restservices/getLconDetails
FEDFASTBPM	->> EDGE:	 GETDETAILS
Atlas	->> DigitalIDP:	getJobsByUid
Atlas	->> DMP:	/WorkOrderServices/updateWorkOrder
Atlas	->> DMP:	/referencedata/api/v1/ui/workOrderDetails
Atlas	->> DMP:	/api/v1/workorder/searchWorkOrderList",Review Jobs,3,Atlas-UI,28619,28619,,POG no API
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,"Atlas	->> FEDFASTBPM:		/restservices/engine-rest/v1/engine/default/process-definition/key/UpdateWorkListService/start
FEDFASTBPM	->> EDGE:		UpdateDispatchWorkOrder
Atlas	->> FEDFASTBPM:		/restservices/engine-rest/v1/engine/default/process-definition/key/InquireDispatchWorkOrderService/start
FEDFASTBPM	->> EDGE:	  InquireDispatchWorkOrderList
Atlas	->> FEDFASTBPM:		POST /restservices/getLconDetails
FEDFASTBPM	->> EDGE:	 GETDETAILS
Atlas	->> LSOMS:	GetAvailableAppointments",Select Job / View Comments,4,Atlas-UI,28619,28619,,POG no API
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,"Atlas	->> FEDFASTBPM:		/restservices/engine-rest/v1/engine/default/process-definition/key/UpdateWorkListService/start
FEDFASTBPM	->> EDGE:		UpdateDispatchWorkOrder",Arrive on Prem / Update Job,6,Atlas-UI,28619,28619,,POG no API
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,"Atlas	->> FEDFASTBPM:		POST /restservices/getLconDetails
Atlas	->> FEDFASTBPM:	/restservices/engine-rest/v1/engine/default/process-definition/key/InquireDispatchWorkOrderService/start
FEDFASTBPM	->> EDGE:	InquireDispatchWorkOrderList
FEDFASTBPM	->> EDGE:	GETDETAILS
Atlas	->> LSOMS:retrieveSignature
Atlas	->> LSOMS:	saveSignature
Atlas	->> LSOMS:	sendOpticalSignatureDetails
Atlas	->> LSOMS:	sendSignatureDetails
Atlas	->> LSOMS:submitSignature
Atlas	->> LSOMS:	/msapi/customergraphorchestrationms/cgsearch/v1/search",Review Order w/Customer,7,Atlas-UI,28619,28619,,POG no API
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,,Qualify to Terminal / Verify Assignments,8,Atlas-UI,28619,28619,,POG no API
bb0063,Add,Mass Markets,Field,Broadband,2,Onboard & Activate,5,Setup & Activate,1,Install Consumer Broadband ,"Atlas ->> ABPT: /facilities/pairs/status
Atlas ->> ABPT: /facilities/pairs/swap
Atlas ->> ABPT: /facilities/report/capr
Atlas ->> ABPT: /granite/facilities/current/gfast
Atlas ->> ABPT: /granite/strands/swap
Atlas ->> ABPT: GetAvailableFiberStrandsService
Atlas ->> ABPT: GetCablesOnTicketService
Atlas ->> ABPT: GetCopperFacilitieslnfoService
Atlas ->> ABPT: GetFiberAssistTicketldService
Atlas ->> ABPT: getFiberFacilitiesInfo
Atlas ->> ABPT: getFiberFacilitiesInfo
Atlas ->> ABPT: getFiberFacilitiesInfo
Atlas ->> ABPT: GetJobDetailsService
Atlas ->> ABPT: GetSparePairsService
Atlas ->> ABPT: GetSparePortPairsService
Atlas ->> ABPT: GetTerminalAppearancesService
Atlas ->> ABPT: SearchFiberSiteByPFPAPNService
Atlas ->> ABPT: SetlnstLinkClickedService
Atlas ->> ABPT: SwitchlnquiryService
Atlas ->> ABPT: UpdateCustomerFiberSiteService",Qualify to Terminal / Verify Assignments,8,ABPT,18781,18781,,
