ID,﻿editor,action,Line Of Business Component,Channel Component,Product Component,Domain Component,domain_sequence Qualifier,Subdomain Component,sub_domain_sequence Qualifier,Business Flow Component,business_flow_sequence Qualifier,Task Component,task sequence Qualifier,Application Component,correlation_id Qualifier,FK_Data[Application].CORRELATION_ID,api,Date Updated,SOX Control,persona_id
108,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,Lookup Customer,9,CCMULE,30686,30686,att-products-e/api/v3/products/search,,,
109,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,Lookup Customer,9,CCMULE,30686,30686,att-recommendations-e/api/v2/scms/support/web-support/sf-support/offer-cards,,,
110,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,Lookup Customer,9,CCMULE,30686,30686,/msapi/servicequalification/v2/serviceavailability,10/22/2025,,
111,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,Lookup Customer,9,CCMULE,30686,30686,/ccapi/retail/att-services-availability-e/api/servicesAvailable,10/22/2025,,
112,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,Lookup Customer,9,IDP-BUPS,33847,33847,/service=com.att.csi.m2e.InquireUnifiedAccountProfile/version=259.5.51/envContext=PROD/routeOffer=ASCP01,10/21/2025,,
113,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,Lookup Customer,9,IDP-BUPS,33847,33847,/service=com.att.csi.m2e.InquireUnifiedAccountProfile/version=259.5.51/envContext=PROD/routeOffer=AEP01,10/21/2025,,
114,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,Lookup Customer,9,IDP-BUPS,33847,33847,/service=com.att.csi.m2e.InquireUnifiedAccountProfile/version=259.5.51/envContext=PROD/routeOffer=AWP01,10/21/2025,,
115,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,Lookup Customer,9,DPG - Sales & Sunrise,31479,31479,,,,
116,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,Lookup Customer,9,IDP-BUPS,33847,33847,,,,
117,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,Lookup Customer,9,Platform Support ATTFEDGOV1,33063,33063,,,,
118,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,Lookup Customer,9,TLG-MOB,18193,18193,AppQueryBeanTracer/getUserInfo,10/20/2025,,
119,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,Lookup Customer,9,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireCustomerSnapshot/version=297.5.38/envContext=PROD/routeOffer=AE2P01,10/22/2025,,
120,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,Lookup Customer,9,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireCustomerSnapshot/version=297.5.38/envContext=PROD/routeOffer=ASC2P01,10/22/2025,,
121,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,Lookup Customer,9,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireCustomerSnapshot/version=297.5.38/envContext=PROD/routeOffer=AW2P01,10/22/2025,,
122,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,Lookup Customer,9,CCSF,30685,30685,,POG no API,,
123,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,Lookup Customer,9,CSI - Customer Care,20182,20182,inquireCollectionsData,,,
124,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,Lookup Customer,9,eTRACS,9313,9313,,Kafka topics,,
125,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,Lookup Customer,9,CSI - Credit and Val,20186,20186,,,,
126,ac412t,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,Review Lines in Accounts & Services,10,CCSF,30685,30685,,POG no API,,
127,bb0063,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Search CTN ) - optional,11,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireAccountSubscribers/version=228.5.19/envContext=PROD/routeOffer=AE2P01,9/22/2025,,
128,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Search CTN ) - optional,11,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireAccountSubscribers/version=228.5.19/envContext=PROD/routeOffer=ASCP01,9/22/2025,,
129,bb0063,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Search CTN ) - optional,11,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireAccountSubscribers/version=228.5.19/envContext=PROD/routeOffer=AW2P01,9/22/2025,,
130,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Search CTN ) - optional,11,CSI Parent/Triage,17690,17690,/service=com.att.csi.m2e.InquireCPNIDetails/version=136.6.10/envContext=PROD/routeOffer=ASCP01,9/22/2025,,
131,bb0063,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Search CTN ) - optional,11,CSI Parent/Triage,17690,17690,/service=com.att.csi.m2e.InquireCPNIDetails/version=136.6.10/envContext=PROD/routeOffer=AW2P01,9/22/2025,,
132,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Search CTN ) - optional,11,"""CCM",18293,18293,Clarify,"CM""",CSIInquireUnifiedCustomerServiceProfileRequest/inquireUnifiedCustomerServiceProfileRequest,
133,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Search CTN ) - optional,11,(FED) - US,24433,24433,/service=com.att.csi.m2e.RetrieveUnifiedServiceAccount/version=260.5.66/envContext=PROD/routeOffer=ASCP01,9/22/2025,,
134,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Search CTN ) - optional,11,INLAP,31374,31374,UnifiedAddressValidationServiceQualificationUnifiedBill,Confirmed,,
135,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Search CTN ) - optional,11,T.Data,21948,21948,GetTDATACustomerIntentsPCA,,,
136,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Search CTN ) - optional,11,TLG-MOB,18193,18193,appQueryBeanTracer/getEquInstmntInfoSum,9/22/2025,,
137,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Search CTN ) - optional,11,TLG-MOB,18193,18193,appQueryBeanTracer/getSecurityParams,9/22/2025,,
138,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Search CTN ) - optional,11,TLG-MOB,18193,18193,AppQueryBeanTracer/getUpgradeEligibility,9/22/2025,,
139,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Search CTN ) - optional,11,TLG-MOB,18193,18193,AppQueryBeanTracer/getUserInfo,9/22/2025,,
140,bb0063,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Search CTN ) - optional,11,CSI - Product and Offer Mgt,20180,20180,/service=com.att.csi.m2e.InquireCPNIDetails/version=136.6.10/envContext=PROD/routeOffer=AE2P01,9/30/2025,,
141,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Search CTN ) - optional,11,TLG-MOB,18193,18193,GroupLevelServicesBeanTracer/getGroupDataInfo,9/22/2025,,
142,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Search CTN ) - optional,11,TLG-MOB,18193,18193,RefQueryBeanTracer/getDealerInfo,9/22/2025,,
143,bb0063,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Search CTN ) - optional,11,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireSubscriberPromoDetails/version=242.5.10/envContext=PROD/routeOffer=AE2P01,9/22/2025,,
144,bb0063,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Search CTN ) - optional,11,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireSubscriberPromoDetails/version=242.5.10/envContext=PROD/routeOffer=ASCP01,9/22/2025,,
145,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Search CTN ) - optional,11,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireSubscriberPromoDetails/version=242.5.10/envContext=PROD/routeOffer=AW2P01,9/22/2025,,
146,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Search CTN ) - optional,11,CSI - Product and Offer Mgt,20180,20180,BanServicesBeanTracer/createNewMemo,9/22/2025,,
147,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Authenticate) - optional,12,TLG-MOB,18193,18193,AppQueryBeanTracer/getBanInquireInfo,9/22/2025,,
148,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Authenticate) - optional,12,CPC,17765,17765,GET /CPCAuthService/api/login,,,
149,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Authenticate) - optional,12,IDP-IDM,32765,32765,/msAvertack-server/mitigation/authenticateDigital,10/13/2025,,
150,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Authenticate) - optional,12,TLG-MOB,18193,18193,AppQueryBeanTracer/getCtnLevelInfo,9/22/2025,,
151,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Authenticate) - optional,12,(FED) - US,24433,24433,/service=com.att.csi.m2e.InitiateUnifiedServiceOrder/version=260.5.66/envContext=PROD/routeOffer=AW2P01,9/22/2025,,
152,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Authenticate) - optional,12,T.Data,21948,21948,CustomerPersonalizedRecommendationsRequestDecision,,,
153,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Authenticate) - optional,12,Avertack,25114,25114,,IDP API,,
154,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Authenticate) - optional,12,CCR-Relational - CCR-R,19166,19166,GET /restservices/ccrr/v1/GetCustomerInfo,10/23/2025,,
155,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Authenticate) - optional,12,TLG-MOB,18193,18193,appQueryBeanTracer/getEquInstmntInfo,9/22/2025,,
156,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Authenticate) - optional,12,TLG-MOB,18193,18193,appQueryBeanTracer/getEquInstmntInfoSum,9/22/2025,,
157,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Authenticate) - optional,12,TLG-MOB,18193,18193,AppQueryBeanTracer/getMobileLevelData,9/22/2025,,
158,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Authenticate) - optional,12,TLG-MOB,18193,18193,AppQueryBeanTracer/getUserInfo,9/22/2025,,
159,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Authenticate) - optional,12,TLG-MOB,18193,18193,BanLevelAgreementConvBeanTracer/getCurrentBanLevelPricePlan,9/23/2025,,
160,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Authenticate) - optional,12,TLG-MOB,18193,18193,BanLevelAgreementConvBeanTracer/setBanPK,9/22/2025,,
161,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Authenticate) - optional,12,TLG-MOB,18193,18193,BanServicesBeanTracer/loadAccount,9/22/2025,,
162,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Authenticate) - optional,12,TLG-MOB,18193,18193,GroupLevelServicesBeanTracer/getGroupDataInfo,9/22/2025,,
163,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Authenticate) - optional,12,TLG-MOB,18193,18193,ProductAgreementConvBeanTracer/getAgreementInfo,9/22/2025,,
164,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Authenticate) - optional,12,TLG-MOB,18193,18193,ProductAgreementConvBeanTracer/getEquipmentInfo,9/22/2025,,
165,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Authenticate) - optional,12,TLG-MOB,18193,18193,ProductAgreementConvBeanTracer/getFeatureAdditionalParams,9/22/2025,,
166,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Authenticate) - optional,12,TLG-MOB,18193,18193,ProductAgreementConvBeanTracer/setProductPK,9/22/2025,,
167,bb0063,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Authenticate) - optional,12,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireSubscriberPromoDetails/version=242.5.10/envContext=PROD/routeOffer=AE2P01,9/22/2025,,
168,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Authenticate) - optional,12,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireSubscriberPromoDetails/version=242.5.10/envContext=PROD/routeOffer=ASCP01,9/22/2025,,
169,bb0063,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Authenticate) - optional,12,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireSubscriberPromoDetails/version=242.5.10/envContext=PROD/routeOffer=AW2P01,9/22/2025,,
170,bb0063,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Authenticate) - optional,12,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireWirelinePaymentPlan/version=302.5.16/envContext=PROD/routeOffer=AE2P01,9/22/2025,,
171,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Authenticate) - optional,12,TLG-MOB,18193,18193,RefQueryBeanTracer/getIxcCodes,9/22/2025,,
172,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Authenticate) - optional,12,TLG-MOB,18193,18193,RefQueryBeanTracer/getParamValues,9/22/2025,,
173,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Authenticate) - optional,12,TLG-MOB,18193,18193,RefQueryBeanTracer/getUserSaleChannel,9/22/2025,,
174,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Authenticate) - optional,12,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireWirelinePaymentPlan/version=302.5.16/envContext=PROD/routeOffer=ASCP01,9/22/2025,,
175,bb0063,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,LIC to OPUS (Authenticate) - optional,12,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireWirelinePaymentPlan/version=302.5.16/envContext=PROD/routeOffer=AW2P01,9/22/2025,,
176,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,Search Customer Service Address,13,CSI Parent/Triage,17690,17690,/Services/com/cingular/csi/oms/InquireUnifiedServiceProductDetails.jws,9/22/2025,,
177,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,Search Customer Service Address,13,OPUS - C,18257,18257,,POG no API,,
178,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,Search Customer Service Address,13,IDP-Customer Graph Cloud,31468,31468,/msapi/cgraph/customergraphorchestrationms/cgsearch/v1/search,9/22/2025,,
179,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,Search Customer Service Address,13,T.Data,21948,21948,CustomerPersonalizedRecommendationsRequestDecision,,,
180,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,Search Customer Service Address,13,(FED) - US,24433,24433,/service=com.att.csi.m2e.InitiateUnifiedServiceOrder/version=260.5.66/envContext=PROD/routeOffer=AW2P01,9/22/2025,,
181,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,Search Customer Service Address,13,(FED) - US,24433,24433,/service=com.att.csi.m2e.InquireUnifiedServiceEligibleOffers/version=260.5.66/envContext=PROD/routeOffer=AE2P01,9/22/2025,,
182,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,Search Customer Service Address,13,(FED) - US,24433,24433,/service=com.att.csi.m2e.RetrieveUnifiedServiceAccount/version=260.5.66/envContext=PROD/routeOffer=ASCP01,9/22/2025,,
183,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,Search Customer Service Address,13,OVALS,21269,21269,,,,
184,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,Search Customer Service Address,13,TLG-MOB,18193,18193,RefQueryBeanTracer/getDealerInfo,9/22/2025,,
185,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,Search Customer Service Address,13,CCSF,30685,30685,,POG no API,,
186,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,Activate Customer,14,TLG-MOB,18193,18193,AppQueryBeanTracer/getCreditResult,9/22/2025,,
187,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,Activate Customer,14,TLG-MOB,18193,18193,AppQueryBeanTracer/getMultiCreditResult,9/22/2025,,
188,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,Activate Customer,14,TLG-MOB,18193,18193,ProductAgreementBeanTracer/removeSoc,10/8/2025,,
189,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,Activate Customer,14,TLG-MOB,18193,18193,RefQueryBeanTracer/getLogicalDateList,9/22/2025,,
190,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,Activate Customer,14,TLG-MOB,18193,18193,UpdateBanConvBeanTracer/getBanDetailsInfo,9/22/2025,,
191,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,Activate Customer,14,TLG-MOB,18193,18193,UpdateBanConvBeanTracer/getBillDetailsInfo,9/22/2025,,
192,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,Activate Customer,14,TLG-MOB,18193,18193,UpdateBanConvBeanTracer/setBanPK,9/22/2025,,
193,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,Activate Customer,14,TLG-MOB,18193,18193,UpgradeEquipmentConvBeanTracer/setRemoveSoc,10/8/2025,,
194,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,Activate Customer,14,CCSF,30685,30685,,POG no API,,
195,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,Authorize Credit Check,15,OPUS - C,18257,18257,,POG no API,,
196,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,Authorize Credit Check,15,TLG-MOB,18193,18193,AppQueryBeanTracer/getCreditResult,9/22/2025,,
197,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,Authorize Credit Check,15,TLG-MOB,18193,18193,appQueryBeanTracer/getEnrlInstlmntPreValid,9/22/2025,,
198,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,Authorize Credit Check,15,CAS,18224,18224,/services/ICASCRSMPolicyServices,9/22/2025,,
199,lg8383,Add,Mass Markets,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate Line,4,Authorize Credit Check,15,TLG-MOB,18193,18193,AppQueryBeanTracer/getMultiCreditResult,9/22/2025,,
