Domain_Name Component,Domain_ID Qualifier,SubDomain_Name Component,SubDomain_ID Qualifier,SRT_ID Qualifier,Bus_Cap Component,Cap_Bus_ID Qualifier,bus_cap_notes Qualifier,Bus_Cap_Detail Qualifier,Scope_Type Qualifier,Intake_Status Qualifier,Application Component,APP_ID Qualifier,EffortSize Qualifier,FK_Data[Applications].Correlation_ID,EffortDesc Qualifier,journey Qualifier,Enabler Qualifier
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,44,ABP Selection,1005,NULL,ABP Selection (customer ability to select ABP draft date),NULL,No Longer Pursuing,NULL,NULL,NULL,NULL,NULL,Shop & Purchase,0
Care,101,Bill Adjustments,1006,21,Pre-Bill adjustments,1006,NULL,Hassle Free Fixed Debt_x000D_  Pre-Bill Adjustments (Audit & Pending Charges)- bulk and individual,NULL,No Longer Pursuing,NULL,NULL,NULL,NULL,NULL,Bill Pay & Usage,0
"Mediation, Billing, & Revenue Management",110,Credit,1045,106,Credit Debt and Credit Rules,1007,NULL,"Enhancements to legacy ordering tools to collect AIA debt.  Enhancements to credit rules to address multiple products on BSSe     Existing AIA customers with outstanding debt (past due balance) who are placing an order for a new product (i.e. wireless), via Salesforce, Opus or online will be prompted to pay outstanding debt in the new product order flow.      For sales orders that trigger Analyst Review due to outstanding debt (past due amount), the Credit & Activations agent may adjust the outstanding debt amount and allow the sales order to continue after a credit ""refresh"" is performed. ",NULL,Backlog,NULL,NULL,NULL,NULL,NULL,Shop & Purchase,0
Supply Chain Management,108,Fulfillment,1037,61,Supply Chain: Substitution logic,1008,NULL,"Supply Chain (Leilani Camacho) - Substitution logic.   The ability to offer an alternative equipment if its out of stock.  This includes the addition of other suppliers because even though the equipment may be the same form, fit, and function; it still requires definition and is considered an alternate piece of equipment in supply chain.",BSSe AIA Acceleration,Prioritized,IDP-Sales,30519,NULL,30519,NULL,Onboard & Activate,0
Supply Chain Management,108,Fulfillment,1037,61,Supply Chain: Substitution logic,1008,NULL,"Supply Chain (Leilani Camacho) - Substitution logic.   The ability to offer an alternative equipment if its out of stock.  This includes the addition of other suppliers because even though the equipment may be the same form, fit, and function; it still requires definition and is considered an alternate piece of equipment in supply chain.",BSSe AIA Acceleration,Prioritized,Centralized Products and Offers Platform,29607,S,29607,Small,Onboard & Activate,0
Supply Chain Management,108,Fulfillment,1037,61,Supply Chain: Substitution logic,1008,NULL,"Supply Chain (Leilani Camacho) - Substitution logic.   The ability to offer an alternative equipment if its out of stock.  This includes the addition of other suppliers because even though the equipment may be the same form, fit, and function; it still requires definition and is considered an alternate piece of equipment in supply chain.",BSSe AIA Acceleration,Prioritized,BSSe-Order Capture,30909,S,30909,Small,Onboard & Activate,0
Supply Chain Management,108,Fulfillment,1037,61,Supply Chain: Substitution logic,1008,NULL,"Supply Chain (Leilani Camacho) - Substitution logic.   The ability to offer an alternative equipment if its out of stock.  This includes the addition of other suppliers because even though the equipment may be the same form, fit, and function; it still requires definition and is considered an alternate piece of equipment in supply chain.",BSSe AIA Acceleration,Prioritized,Customer Connect Salesforce Sales & Services Cloud,30685,S,30685,Small,Onboard & Activate,0
Supply Chain Management,108,Fulfillment,1037,61,Supply Chain: Substitution logic,1008,NULL,"Supply Chain (Leilani Camacho) - Substitution logic.   The ability to offer an alternative equipment if its out of stock.  This includes the addition of other suppliers because even though the equipment may be the same form, fit, and function; it still requires definition and is considered an alternate piece of equipment in supply chain.",BSSe AIA Acceleration,Prioritized,CCMule-Sales,33687,S,33687,Small,Onboard & Activate,0
Supply Chain Management,108,Fulfillment,1037,61,Supply Chain: Substitution logic,1008,NULL,"Supply Chain (Leilani Camacho) - Substitution logic.   The ability to offer an alternative equipment if its out of stock.  This includes the addition of other suppliers because even though the equipment may be the same form, fit, and function; it still requires definition and is considered an alternate piece of equipment in supply chain.",BSSe AIA Acceleration,Prioritized,Customer Connect Salesforce Marketing Cloud,30687,S,30687,Small,Onboard & Activate,0
Supply Chain Management,108,Fulfillment,1037,61,Supply Chain: Substitution logic,1008,NULL,"Supply Chain (Leilani Camacho) - Substitution logic.   The ability to offer an alternative equipment if its out of stock.  This includes the addition of other suppliers because even though the equipment may be the same form, fit, and function; it still requires definition and is considered an alternate piece of equipment in supply chain.",BSSe AIA Acceleration,Prioritized,IDP-Order Graph Cloud,31543,S,31543,Small,Onboard & Activate,0
Supply Chain Management,108,Fulfillment,1037,61,Supply Chain: Substitution logic,1008,NULL,"Supply Chain (Leilani Camacho) - Substitution logic.   The ability to offer an alternative equipment if its out of stock.  This includes the addition of other suppliers because even though the equipment may be the same form, fit, and function; it still requires definition and is considered an alternate piece of equipment in supply chain.",BSSe AIA Acceleration,Prioritized,Supply Chain Orchestrator,31902,L,31902,Large,Onboard & Activate,0
